Route,Year,x,y,Effort,Habitat,JunJul,DJF,AprMay,Phylloscopus_trochilus,Turdus_iliacus,Fringilla_coelebs,Turdus_philomelos,Carduelis_spinus,Parus_major,Anthus_trivialis,Erithacus_rubecula,Cuculus_canorus,Muscicapa_striata,Ficedula_hypoleuca,Turdus_pilaris,Loxia_curvirostra,Columba_palumbus,Sylvia_borin,Corvus_corone,Dendrocopos_major,Emberiza_citrinella,Turdus_merula,Sylvia_curruca,Regulus_regulus,Prunella_modularis,Phoenicurus_phoenicurus,Parus_caeruleus,Parus_montanus,Motacilla_alba,Carduelis_chloris,Phylloscopus_collybita,Tringa_ochropus,Parus_cristatus,Sylvia_communis,Grus_grus,Larus_canus,Pica_pica,Phylloscopus_sibilatrix,Turdus_viscivorus,Hirundo_rustica,Sylvia_atricapilla,Tetrao_tetrix,Pyrrhula_pyrrhula,Dryocopus_martius,Certhia_familiaris,Alauda_arvensis,Corvus_corax,Saxicola_rubetra,Garrulus_glandarius,Numenius_arquata,Carpodacus_erythrinus,Gallinago_gallinago,Corvus_monedula
61,2014,5010.2,4238.5,6000,Co,17.002,-2.0798,8.00765,35,6,69,9,7,17,23,16,5,2,3,5,2,13,8,2,4,10,4,5,12,5,0,6,3,0,1,11,4,3,3,0,0,1,6,0,0,5,0,1,1,4,2,0,0,4,0,0,0,0
61,2006,5010.2,4238.5,6000,Co,16.041,-5.4078,6.9815,35,11,65,6,9,11,26,11,4,1,2,3,12,12,9,1,2,13,6,0,1,4,0,2,0,4,0,9,0,6,1,0,0,0,12,0,0,3,1,0,0,1,2,1,1,0,0,1,0,0
61,2012,5010.2,4238.5,6000,Co,18.277,-3.7978,7.28115,24,5,72,21,8,8,6,10,8,0,0,4,5,9,3,1,2,7,10,1,4,1,0,2,1,0,1,2,2,1,0,3,0,0,2,1,0,8,0,1,0,0,1,0,0,0,0,0,0,0
61,2011,5010.2,4238.5,6000,Co,17.554,-8.6167,7.80715,35,24,70,14,17,18,15,16,3,7,0,1,0,7,6,5,5,10,15,1,3,3,0,7,1,1,0,8,2,5,1,0,0,0,3,2,0,1,0,0,0,3,0,0,0,1,0,0,0,0
61,2013,5010.2,4238.5,6000,Co,15.111,-5.4344,8.16865,18,2,61,14,6,11,21,10,1,2,0,1,2,4,3,1,8,11,3,3,1,9,0,0,1,0,1,10,0,1,1,0,0,1,2,3,0,8,0,0,2,3,2,1,0,1,0,0,0,0
63,2013,5058.900000000001,4249.8,6000,Urb,14.502,-5.9578,7.70585,32,7,55,13,7,8,12,12,8,2,2,6,6,11,15,2,1,14,5,5,8,7,0,3,0,0,1,5,1,1,9,0,0,2,2,2,0,0,3,0,0,0,6,0,1,1,0,0,0,0
63,2014,5058.900000000001,4249.8,6000,Urb,16.364,-2.964,7.5585,49,8,77,15,7,8,8,9,9,1,3,13,0,17,13,2,2,22,23,3,9,5,0,1,2,0,0,9,2,1,2,1,0,0,4,0,0,0,1,2,1,5,11,0,0,2,0,0,0,0
63,2009,5058.900000000001,4249.8,6000,Urb,15.103,-3.5011,7.58765,16,7,51,19,6,14,12,14,4,3,0,14,7,8,5,3,3,21,13,2,13,7,0,5,1,0,1,5,6,1,4,0,1,0,1,0,0,1,0,1,2,2,9,1,2,0,1,0,0,0
63,2012,5058.900000000001,4249.8,6000,Urb,17.798,-4.6135,6.77435,29,5,52,13,3,5,8,12,2,0,2,7,0,12,3,0,1,10,7,0,3,3,0,2,0,0,1,2,2,1,7,0,1,0,0,2,0,0,1,0,2,0,15,0,0,1,1,0,2,2
67,2006,5156.,4275.4,6000,Urb,16.005,-6.7411,6.8365,30,16,51,6,7,17,10,21,4,3,1,4,4,12,7,4,4,12,7,0,7,3,0,3,1,0,8,2,1,1,6,0,0,4,2,0,0,0,0,0,1,0,1,5,3,1,1,0,0,4
67,2010,5156.,4275.4,6000,Urb,15.197,-10.179,8.03135,23,13,56,5,14,7,10,10,5,6,5,19,0,15,13,12,1,11,11,1,10,1,0,8,3,0,6,4,1,0,3,4,3,2,0,1,0,0,3,1,1,1,9,0,1,1,1,0,0,2
67,2013,5156.,4275.4,6000,Urb,15.672,-5.8989,8.36665,26,7,62,9,19,11,16,14,3,3,4,12,12,24,9,8,8,15,9,0,5,3,0,13,0,3,1,4,2,1,4,1,0,5,1,0,2,2,2,0,1,1,8,0,2,0,0,0,2,8
67,2012,5156.,4275.4,6000,Urb,18.49,-4.7955,7.18965,10,3,62,17,7,12,9,17,4,7,5,5,4,17,10,7,4,19,9,2,11,9,0,8,5,2,2,1,0,5,6,0,1,4,0,1,1,2,0,2,1,0,4,0,1,1,1,0,0,5
67,2011,5156.,4275.4,6000,Urb,18.405,-9.5189,8.59935,22,5,62,4,11,15,4,6,0,9,2,9,1,5,12,6,8,15,13,2,6,4,0,12,1,2,4,0,3,3,8,0,0,4,0,0,0,0,0,0,1,0,7,0,0,1,3,0,0,4
67,2014,5156.,4275.4,6000,Urb,17.331,-3.0326,8.102,33,11,76,17,5,11,15,22,11,4,3,11,2,8,15,9,7,17,19,5,9,9,0,11,0,4,1,8,2,1,8,1,2,1,3,1,1,1,0,0,0,3,3,0,3,4,1,0,0,3
68,2010,5179.1,4280.7,6000,Br,15.339,-10.184,8.10265,30,6,54,6,7,7,5,7,6,5,7,5,3,12,16,4,1,25,7,1,3,0,0,11,1,0,2,1,0,0,6,1,0,3,0,3,3,0,1,0,1,0,6,1,2,0,1,0,0,0
68,2014,5179.1,4280.7,6000,Br,17.451,-2.9742,8.179,49,13,47,16,6,14,19,14,4,7,4,16,0,9,16,3,4,12,8,5,2,3,0,3,1,0,1,2,0,0,7,0,0,1,4,4,0,3,1,1,1,1,12,0,4,2,0,0,0,0
68,2006,5179.1,4280.7,6000,Br,16.228,-6.8589,7.00565,47,10,39,5,5,9,12,13,5,8,1,8,6,8,13,5,3,23,4,2,4,4,0,4,1,0,5,1,2,1,7,0,0,3,2,0,1,1,0,0,0,0,11,0,2,1,2,0,0,0
68,2012,5179.1,4280.7,6000,Br,18.611,-4.7169,7.28165,24,5,36,6,8,19,12,5,5,4,2,8,1,9,19,2,2,11,7,6,1,4,2,9,6,1,2,0,0,1,6,0,0,3,1,0,1,2,3,0,1,1,15,4,2,1,3,0,0,0
69,2006,5202.5,4284.7,6000,Urb,16.451,-6.9211,7.215,24,3,42,12,7,7,6,15,6,1,1,5,3,17,5,6,4,15,4,0,4,2,0,3,8,2,4,3,0,3,10,0,1,7,0,0,1,1,1,1,2,1,20,0,3,3,3,3,0,5
69,2009,5202.5,4284.7,6000,Urb,15.323,-3.66,7.75185,15,10,42,18,6,15,12,10,9,3,2,8,2,18,7,10,6,11,3,2,6,1,0,3,0,1,3,1,1,1,5,6,0,4,0,0,1,0,0,0,3,1,14,0,12,0,4,2,0,12
69,2011,5202.5,4284.7,6000,Urb,18.59,-9.4722,8.57035,36,4,43,9,10,13,18,17,9,9,0,3,5,18,9,4,7,14,10,1,6,5,0,2,0,4,1,3,1,1,9,0,0,2,0,0,2,3,0,1,1,2,21,0,2,0,5,1,0,8
69,2012,5202.5,4284.7,6000,Urb,18.764,-4.5921,7.3215,20,7,47,9,7,9,15,19,6,9,4,2,5,15,8,6,3,6,11,1,10,2,0,6,3,4,1,3,0,5,11,2,0,4,2,2,1,4,2,0,1,1,12,0,4,1,4,0,2,6
69,2013,5202.5,4284.7,6000,Urb,15.866,-5.8656,8.49465,15,3,47,10,10,9,9,17,4,9,10,2,8,10,7,2,9,8,10,2,7,3,0,5,0,1,0,0,2,0,7,1,0,3,0,0,3,1,2,0,1,1,17,1,4,1,6,2,1,3
69,2010,5202.5,4284.7,6000,Urb,15.516,-10.21,8.1935,18,4,28,6,8,9,13,11,5,7,0,6,4,15,11,5,2,14,3,1,5,0,1,2,2,0,1,5,1,0,11,0,0,3,2,0,1,1,2,0,2,2,11,0,2,0,7,2,0,4
69,2014,5202.5,4284.7,6000,Urb,17.667,-2.991,8.22415,27,8,43,10,7,16,17,23,5,8,3,7,2,13,4,2,3,18,9,4,9,4,1,3,1,3,3,4,1,3,6,2,0,2,2,1,0,2,8,0,1,4,16,0,4,1,4,0,2,3
70,2009,5228.3,4292.8,6000,Urb,15.333,-3.7222,7.70415,21,1,54,2,10,15,1,4,0,3,7,43,0,13,12,11,6,9,5,4,0,1,0,11,0,3,12,1,0,0,18,0,12,28,0,0,4,1,0,0,0,0,18,0,2,1,8,0,0,5
70,2010,5228.3,4292.8,6000,Urb,15.589,-10.39,8.22115,28,5,25,2,2,12,0,6,0,1,4,40,0,17,19,3,0,6,7,1,2,1,5,20,1,1,11,0,0,0,18,0,31,13,0,0,1,0,0,0,0,0,5,0,0,0,4,2,0,16
70,2008,5228.3,4292.8,6000,Urb,16.154,-0.42088,7.97385,27,3,69,2,3,14,0,1,7,4,10,36,4,16,11,19,5,8,7,0,5,2,0,21,1,7,29,0,0,5,17,0,5,40,0,0,5,0,0,0,0,0,18,0,1,0,9,1,0,10
70,2013,5228.3,4292.8,6000,Urb,15.961,-5.9667,8.6025,12,4,42,6,5,12,1,7,2,3,6,61,5,12,13,6,6,7,6,4,3,3,3,15,0,11,6,0,0,0,8,0,34,12,0,0,4,1,2,0,0,2,14,1,7,0,4,0,0,6
70,2011,5228.3,4292.8,6000,Urb,18.662,-9.5422,8.62215,28,2,40,2,9,8,1,6,1,2,7,55,0,8,10,6,3,4,2,1,0,3,3,34,2,6,17,1,0,0,19,0,26,20,1,0,7,2,0,0,0,0,25,0,3,0,7,0,0,16
75,2008,4955.1,4248.4,6300,Urb,15.605,0.86593,7.4197,19,7,54,1,8,22,9,3,0,0,14,41,4,11,14,13,1,9,6,6,0,0,2,8,0,5,30,3,0,1,13,0,3,8,1,0,2,3,0,0,0,0,0,0,0,0,1,0,1,27
75,2012,4955.1,4248.4,6300,Urb,17.928,-2.9146,6.68095,32,5,68,3,5,25,2,3,0,2,12,62,1,14,5,7,1,9,11,4,5,0,1,9,0,11,11,4,0,0,11,0,2,8,0,0,1,9,0,0,0,0,1,1,1,0,0,0,0,30
75,2010,4955.1,4248.4,6300,Urb,14.677,-7.5722,6.71665,39,2,65,5,7,27,7,11,0,4,18,29,0,9,11,10,1,12,4,1,2,0,3,16,0,16,13,1,1,0,6,0,0,13,0,0,1,7,0,1,0,0,2,0,1,0,0,0,0,37
75,2014,4955.1,4248.4,6350,Urb,16.028,-1.5191,7.5565,27,8,36,1,3,14,2,5,6,2,7,47,1,9,15,7,1,10,7,4,0,0,2,3,0,4,8,2,0,0,11,1,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,25
75,2013,4955.1,4248.4,6350,Urb,14.969,-4.3556,7.66615,30,6,52,4,9,17,10,13,0,8,21,85,5,17,21,10,0,2,6,6,1,0,1,4,0,13,8,1,0,0,12,1,3,8,0,0,1,2,0,0,1,0,4,1,3,0,0,0,0,21
75,2011,4955.1,4248.4,6300,Urb,16.634,-7.8822,7.0287,40,3,52,2,6,19,1,5,1,4,15,56,0,11,16,18,6,7,14,4,3,0,3,14,0,19,10,1,1,1,11,0,0,13,0,0,0,4,0,4,0,0,1,0,0,0,0,0,0,26
77,2014,5003.900000000001,4262.4,6300,Urb,16.633,-2.3449,7.92165,22,7,22,1,2,14,6,2,3,4,2,46,0,17,6,8,1,24,3,3,3,0,1,5,0,9,6,0,0,0,12,1,0,5,2,0,0,1,0,0,1,0,22,0,4,0,5,1,0,12
77,2013,5003.900000000001,4262.4,6300,Urb,14.984,-5.45,8.184,17,8,30,2,0,6,2,0,7,0,7,40,24,23,2,12,0,8,1,2,0,0,0,1,0,3,2,0,0,0,15,0,0,6,0,0,4,0,0,0,0,0,35,0,8,0,7,0,0,12
77,2009,5003.900000000001,4262.4,6300,Urb,15.154,-3.2844,7.69415,11,9,31,1,5,9,2,0,3,0,4,31,0,5,6,7,2,17,3,2,0,0,0,2,0,3,0,0,0,0,8,3,4,10,1,0,1,0,0,0,1,0,31,1,4,3,9,0,0,12
77,2011,5003.900000000001,4262.4,6300,Urb,17.277,-8.9311,7.826,14,2,42,2,3,11,2,2,3,0,3,35,0,26,4,12,5,9,4,2,0,1,0,3,1,6,6,1,2,0,14,3,0,6,0,0,4,0,0,0,0,0,47,1,4,0,6,0,0,11
77,2012,5003.900000000001,4262.4,6300,Urb,18.062,-4.0573,7.01815,10,7,40,5,7,5,2,1,6,2,1,31,0,25,7,18,1,8,10,3,1,0,1,4,0,6,6,0,0,0,7,5,1,3,0,0,0,0,0,1,0,0,40,0,2,0,7,0,0,16
78,2012,5028.3,4266.5,6800,Urb,18.016,-4.3348,7.01485,26,3,58,12,5,9,4,1,1,0,3,27,2,15,5,7,4,12,7,1,1,0,1,5,0,4,11,0,0,1,10,5,0,5,0,0,1,2,0,0,0,0,28,1,1,0,3,0,0,6
78,2011,5028.3,4266.5,6000,Urb,17.384,-9.2533,7.98185,33,4,33,12,8,8,6,14,0,2,1,13,0,23,3,3,1,29,1,0,4,1,0,3,2,2,3,0,1,0,11,0,0,2,0,0,1,1,0,1,0,1,20,1,3,1,0,1,0,0
78,2013,5028.3,4266.5,6800,Urb,14.882,-5.7022,8.1165,11,6,41,5,1,7,6,3,1,1,1,21,0,10,2,1,5,15,4,1,2,0,0,2,0,2,5,0,0,0,7,1,0,1,0,0,0,0,0,0,1,0,12,1,1,0,2,0,0,4
78,2007,5028.3,4266.5,5675,Urb,16.521,-3.3767,7.38065,25,13,37,7,7,6,5,4,1,1,3,31,1,6,5,8,3,15,11,1,1,0,0,0,1,3,10,1,0,1,4,1,0,1,1,0,1,1,0,0,0,0,16,0,2,1,3,1,0,3
78,2014,5028.3,4266.5,6750,Urb,16.607,-2.6292,7.84935,26,13,80,8,9,14,12,7,5,3,10,47,1,26,9,10,2,35,14,2,5,1,0,13,0,7,10,1,0,0,5,0,0,1,0,0,2,1,0,0,0,0,36,0,0,1,4,0,0,20
80,2013,5076.3,4281.9,6000,Co,14.92,-5.9656,8.106,40,11,80,16,19,7,16,26,15,1,3,1,6,13,4,1,3,1,7,3,4,8,1,2,2,0,0,6,3,2,0,1,0,0,1,2,0,1,0,3,0,3,0,1,0,2,0,0,2,0
80,2014,5076.3,4281.9,6000,Co,16.72,-3.0517,7.88685,52,8,61,12,11,11,11,26,7,1,2,1,0,10,4,0,3,2,15,2,8,5,0,7,4,0,0,10,3,1,0,0,0,0,2,1,0,2,0,1,1,2,0,1,0,1,0,0,2,0
80,2011,5076.3,4281.9,6000,Co,17.641,-9.5678,8.11435,50,13,78,4,18,10,18,8,8,1,0,2,7,6,4,0,4,2,10,2,3,3,1,2,0,0,0,9,6,1,0,0,0,0,0,2,0,1,1,3,1,1,0,1,0,0,0,0,2,0
80,2008,5076.3,4281.9,6000,Co,15.502,-0.22308,7.7758,39,20,76,15,11,10,4,26,3,4,1,2,7,7,1,0,6,0,10,3,12,5,0,1,4,0,0,9,1,2,0,1,0,0,5,0,1,0,0,2,5,4,0,2,0,0,0,0,0,0
83,2008,5149.3,4299.,6000,Br,15.325,-0.58571,7.4118,40,4,52,10,6,13,19,14,3,2,3,4,6,13,7,4,0,18,16,2,8,7,1,2,7,0,3,3,3,3,3,0,1,0,2,0,0,2,0,0,0,1,13,0,0,0,6,0,0,1
83,2010,5149.3,4299.,6000,Br,14.644,-10.637,7.50485,31,1,60,5,10,5,11,25,5,1,0,4,7,11,10,3,0,9,7,2,7,4,0,5,4,4,6,6,0,3,1,0,0,0,0,1,0,1,0,2,0,1,7,0,0,2,9,1,0,6
83,2014,5149.3,4299.,6000,Br,16.713,-3.3348,7.69665,18,3,51,10,8,10,9,11,2,4,0,9,2,2,3,3,0,5,4,0,3,2,2,1,0,2,3,6,1,3,1,1,1,0,0,0,0,1,0,3,0,1,6,1,0,0,0,0,0,2
83,2012,5149.3,4299.,6000,Br,17.905,-5.3326,6.68815,17,1,30,11,8,20,7,11,6,0,9,13,0,7,4,3,1,2,4,2,4,5,0,3,3,1,0,5,1,2,3,0,0,2,0,1,0,0,12,0,0,0,7,0,0,3,2,0,0,3
84,2014,5175.,4303.3,6000,Urb,17.154,-3.2404,7.84815,72,21,108,9,20,34,7,29,3,16,18,64,1,7,40,15,8,3,14,2,7,9,3,31,0,4,7,1,1,0,10,0,2,3,27,0,3,17,0,1,0,8,1,1,0,2,0,3,0,0
84,2012,5175.,4303.3,6000,Urb,18.243,-5.2472,6.88985,48,22,93,9,16,22,9,25,4,4,13,48,0,7,22,13,9,9,15,2,9,5,4,25,0,4,13,1,0,0,5,0,5,3,21,0,3,22,0,0,0,0,1,0,0,0,0,5,0,0
84,2013,5175.,4303.3,6000,Urb,15.677,-6.1156,8.17635,53,17,98,6,10,19,7,28,4,7,13,57,3,7,22,9,16,5,16,2,4,4,0,23,2,5,11,0,3,1,2,1,2,8,22,0,2,12,0,0,0,2,1,0,0,0,0,3,0,0
84,2008,5175.,4303.3,6000,Urb,15.759,-0.51429,7.72065,41,31,93,8,7,21,11,20,0,6,8,17,1,1,24,16,8,7,7,1,7,8,0,8,1,2,28,1,0,4,4,0,4,8,8,0,0,5,0,2,0,2,2,0,1,0,0,3,0,0
84,2011,5175.,4303.3,6000,Urb,18.389,-9.9511,8.09185,53,14,92,9,18,14,1,27,1,8,22,22,2,5,23,8,14,9,19,4,3,10,0,14,0,1,8,3,1,1,5,0,2,3,11,0,0,22,0,2,1,1,0,0,0,0,0,2,0,0
84,2010,5175.,4303.3,6000,Urb,15.097,-10.652,7.717,41,13,84,7,11,9,7,19,0,2,3,25,4,8,14,17,4,2,6,2,4,7,0,13,2,1,9,1,0,2,9,0,15,4,5,0,0,5,0,1,0,2,0,2,0,0,0,1,0,1
85,2010,5199.2,4309.3,6000,Co,15.559,-10.701,8.08535,24,3,59,9,8,9,14,13,10,1,1,18,10,10,15,4,0,5,6,0,2,4,2,7,3,0,4,1,3,3,0,2,3,1,0,2,0,1,1,1,1,1,0,2,0,1,0,1,0,0
85,2007,5199.2,4309.3,6000,Co,17.572,-4.4722,7.78235,42,10,67,8,9,10,21,18,8,0,3,16,14,9,14,3,7,9,6,1,3,7,6,0,2,2,1,0,3,4,4,0,3,1,0,2,3,0,0,0,1,1,0,0,2,2,0,1,0,2
85,2012,5199.2,4309.3,6000,Co,18.628,-5.2079,7.10965,33,5,73,13,14,10,26,6,16,7,4,8,7,12,14,5,2,5,6,5,2,4,0,3,4,5,2,2,3,1,4,4,3,0,1,2,2,0,0,0,1,1,0,2,0,2,0,0,0,1
85,2013,5199.2,4309.3,6000,Co,15.948,-6.3122,8.28735,39,5,67,18,13,12,15,6,11,4,1,15,12,13,9,3,11,6,4,1,1,5,3,6,2,2,1,1,3,4,5,0,3,0,2,1,2,0,2,1,0,4,0,2,2,1,0,0,0,1
85,2014,5199.2,4309.3,6000,Co,17.682,-3.391,8.0245,32,7,73,10,11,19,17,18,16,3,4,12,1,9,14,8,2,7,9,3,6,10,3,3,3,0,1,1,6,5,1,1,4,0,3,2,3,0,0,1,3,6,0,2,0,1,0,0,0,11
85,2011,5199.2,4309.3,6000,Co,18.797,-10.166,8.209,22,8,65,11,9,7,11,13,5,4,3,17,6,8,8,4,5,7,7,2,2,6,2,1,6,0,2,1,2,2,2,1,3,0,0,1,0,0,0,1,0,1,0,1,0,1,2,0,0,0
85,2006,5199.2,4309.3,6000,Co,16.652,-6.9844,7.19315,39,10,68,14,12,10,11,25,15,0,3,14,8,15,8,5,2,11,6,2,5,6,0,1,4,3,3,0,2,3,3,0,3,1,1,2,1,0,2,0,0,0,0,0,0,1,0,1,0,0
86,2011,5222.,4317.,6000,Co,18.687,-10.343,8.525,43,14,64,11,8,15,10,19,7,8,6,13,3,21,7,0,3,24,4,3,12,12,0,4,2,0,1,4,4,1,6,1,0,0,2,2,0,3,0,1,0,1,1,0,0,0,1,1,0,0
86,2009,5222.,4317.,6000,Co,15.244,-4.2622,7.71185,28,9,77,9,25,10,22,9,12,4,0,9,7,12,12,1,9,23,14,3,7,3,1,11,2,1,4,1,1,4,2,3,0,0,1,0,0,0,0,0,1,3,7,0,0,2,4,0,0,0
86,2012,5222.,4317.,6000,Co,18.852,-5.2618,7.2805,43,12,53,13,14,11,15,12,12,7,6,7,6,9,8,1,2,17,5,1,8,9,0,8,3,2,2,2,2,2,7,0,1,0,2,2,2,1,0,1,1,1,3,0,2,3,1,0,0,0
86,2013,5222.,4317.,6000,Co,15.967,-6.5033,8.45115,39,7,61,10,9,25,19,17,5,12,9,10,12,11,13,2,6,7,12,7,8,6,3,9,4,0,1,3,8,0,6,1,0,0,5,4,1,2,6,0,1,2,5,0,2,2,2,1,1,0
86,2006,5222.,4317.,6000,Co,16.757,-7.2967,7.38965,44,9,52,13,19,11,12,15,5,5,3,7,8,16,7,1,4,15,7,1,8,8,0,2,2,3,1,1,1,7,3,2,0,0,5,1,1,0,0,0,2,1,5,0,1,4,0,2,0,0
86,2010,5222.,4317.,6000,Co,15.584,-10.876,8.28415,48,8,62,17,16,15,17,15,11,9,2,4,8,9,17,1,1,11,8,1,8,3,4,4,2,0,0,1,2,1,7,0,1,3,2,3,2,1,2,0,0,1,2,0,2,1,3,0,1,0
86,2014,5222.,4317.,6000,Co,17.649,-3.5876,8.06735,44,11,46,6,7,16,21,14,5,14,7,17,3,10,12,2,2,21,10,5,12,10,1,3,2,1,0,4,4,0,9,1,0,0,4,2,0,2,5,1,1,1,1,0,1,1,2,0,2,1
87,2006,5246.3,4322.6,6000,Co,16.875,-7.4744,7.253,70,2,68,9,10,6,9,24,12,5,7,10,5,7,23,9,3,21,11,5,7,6,0,8,3,0,2,6,1,4,1,1,0,6,5,1,1,2,0,1,2,3,0,1,1,2,0,1,2,0
87,2013,5246.3,4322.6,6000,Co,15.936,-6.7778,8.31035,56,14,50,12,12,5,8,5,7,15,10,12,5,8,12,2,4,6,5,6,10,5,1,1,1,0,1,8,5,1,4,1,2,2,4,1,1,3,3,0,2,1,1,0,2,1,1,3,0,0
87,2014,5246.3,4322.6,6000,Co,17.815,-3.7506,7.992,60,12,58,7,14,22,10,17,5,12,7,16,1,5,17,2,1,5,9,4,14,2,0,2,2,0,3,4,2,2,7,1,3,2,4,2,1,2,1,1,2,5,0,0,1,1,2,1,3,0
87,2011,5246.3,4322.6,6000,Co,18.672,-10.587,8.40015,47,9,55,11,10,2,9,33,8,12,2,15,2,7,13,2,2,12,7,0,8,8,5,1,2,1,1,5,4,2,7,0,5,4,7,0,1,0,0,2,1,1,1,0,1,1,4,0,6,0
87,2010,5246.3,4322.6,6000,Co,15.541,-11.153,8.20935,48,11,67,12,18,8,10,20,12,8,0,13,4,10,12,4,1,6,8,7,7,6,1,2,7,0,1,5,1,0,3,1,3,1,2,2,2,2,2,0,3,2,0,0,1,0,4,0,0,0
87,2012,5246.3,4322.6,6000,Co,18.821,-5.5135,7.04685,41,14,69,14,11,11,7,23,10,7,3,12,4,7,10,10,0,11,3,3,7,8,0,2,4,2,0,8,2,4,1,3,5,2,1,2,0,3,0,1,0,1,0,1,1,1,1,0,0,1
92,2013,4948.7,4272.5,6000,Co,14.867,-4.4178,7.67885,25,6,41,8,10,12,8,12,5,2,2,6,1,12,11,1,6,17,4,1,5,0,0,3,2,1,3,9,1,2,1,1,0,0,0,1,1,1,2,0,0,1,5,0,0,1,0,1,0,0
92,2006,4948.7,4272.5,6000,Co,15.587,-4.41,6.4023,41,3,49,6,8,6,11,17,5,6,8,0,11,14,2,3,1,26,9,3,11,1,2,2,2,3,2,5,2,4,7,3,0,3,0,1,8,1,0,0,1,1,17,2,3,3,1,0,0,0
92,2012,4948.7,4272.5,6000,Co,17.716,-3.0787,6.51095,19,6,40,17,15,6,8,18,7,1,3,4,2,10,3,1,4,8,3,2,6,1,2,1,2,3,2,3,1,7,4,2,0,1,0,2,0,3,0,1,0,2,4,0,3,0,0,0,0,0
92,2014,4948.7,4272.5,6000,Co,15.843,-1.6719,7.51115,29,8,42,11,8,11,10,9,2,2,3,6,2,3,4,2,0,17,6,6,8,2,0,4,2,1,2,5,3,2,3,4,0,0,0,2,2,0,0,0,2,2,9,1,1,1,0,0,1,1
92,2008,4948.7,4272.5,6000,Co,15.438,0.80769,7.2368,21,3,52,7,10,9,9,13,6,5,3,15,6,7,4,0,2,14,3,3,6,0,1,0,1,2,3,5,1,4,4,2,0,2,0,4,2,1,1,0,1,1,14,1,1,0,1,0,0,0
95,2012,5021.3,4290.8,6000,Co,17.997,-4.5011,6.87715,28,7,73,14,15,4,22,14,5,0,0,10,3,5,3,2,3,14,4,1,0,2,0,1,1,2,0,6,4,1,3,0,0,0,0,1,0,0,0,0,3,0,4,0,0,1,1,0,0,0
95,2009,5021.3,4290.8,6000,Co,14.97,-3.5678,7.69935,41,10,49,16,6,14,20,10,4,1,1,11,4,8,2,5,5,21,7,4,7,3,1,3,1,1,1,8,2,2,1,0,0,0,0,0,0,0,1,0,1,5,4,4,1,1,0,0,0,0
95,2014,5021.3,4290.8,6000,Co,16.533,-2.7719,7.83535,46,9,35,6,8,13,18,7,2,7,2,9,1,9,4,4,2,13,5,4,7,4,0,3,1,1,0,7,1,4,0,0,0,1,1,1,0,0,3,0,2,3,5,1,2,1,1,0,0,0
95,2013,5021.3,4290.8,6000,Co,14.864,-5.7422,8.19615,45,4,56,12,14,4,17,9,9,2,0,14,11,10,6,10,2,25,20,1,5,1,4,1,4,1,0,4,1,0,1,0,0,0,0,1,1,0,0,0,3,2,3,1,0,2,0,0,0,0
96,2013,5045.3,4297.8,6000,Br,14.854,-5.96,8.251,34,5,94,22,9,1,18,13,9,1,1,3,5,12,10,1,2,17,8,1,6,7,0,2,1,0,1,8,5,2,2,4,0,1,0,1,0,1,4,1,3,5,0,1,2,2,1,1,0,0
96,2012,5045.3,4297.8,6000,Br,17.972,-4.8124,6.91265,43,6,115,19,17,10,10,28,12,0,5,3,5,14,5,4,4,16,16,3,8,3,1,5,3,0,1,8,3,2,0,0,0,0,0,0,0,0,1,2,3,4,2,1,0,1,0,1,2,0
96,2009,5045.3,4297.8,6000,Br,14.875,-3.72,7.7135,29,9,69,19,11,19,9,23,1,4,1,8,3,13,6,4,4,13,9,4,13,6,0,3,0,2,3,6,3,2,0,0,0,1,0,2,0,0,0,0,1,2,0,7,0,2,0,0,0,0
96,2014,5045.3,4297.8,6000,Br,16.574,-3.0449,7.85265,49,8,73,20,14,17,13,23,13,1,3,10,4,13,12,3,3,9,26,4,13,4,1,2,4,1,0,11,2,4,0,0,0,0,0,1,1,0,2,0,2,7,0,4,0,4,1,0,0,0
97,2008,5070.,4304.6,5150,Op,15.544,-0.31758,7.8105,46,5,76,10,10,10,5,9,3,3,5,8,9,10,8,7,5,12,7,4,3,7,0,1,0,4,9,4,0,2,3,1,4,1,3,0,0,2,0,1,1,0,1,0,0,3,0,1,0,0
97,2009,5070.,4304.6,5150,Op,14.918,-3.7122,7.77115,38,6,72,14,3,9,5,14,0,4,4,11,2,8,10,15,3,12,8,4,1,8,0,4,0,1,2,3,0,0,2,0,4,1,2,0,1,4,0,1,0,1,0,0,0,0,0,1,0,1
97,2011,5070.,4304.6,5150,Op,17.621,-9.9911,8.35715,39,6,57,2,10,7,7,13,3,2,7,9,1,11,18,8,1,15,11,4,1,4,0,2,1,4,7,4,0,0,4,0,11,1,3,0,1,4,0,4,1,0,1,2,1,0,1,1,0,0
97,2006,5070.,4304.6,5150,Op,15.88,-6.6089,7.11865,40,5,50,11,3,5,5,10,2,1,5,11,2,6,9,5,3,9,1,3,1,2,0,1,2,2,4,4,1,0,1,0,5,2,3,0,1,2,0,0,0,0,0,0,0,0,1,5,0,2
